Reef_ID,reef_name,not_zoned,buffer,commonwealth_island_GBRMPA,conservation_park,general_use,habitat_protection,marine_national_park,preservation,scientific_research,total_area_nine_zones,minimum_distance_to_nearest_port_m,GBRMPA_management_area,subregion,qfish,region_code
1870,Fairey Reef (No 3),0,0,0,0,0,0,1.141707816,0,0,1.141707816,92009.8258,Townsville/Whitsunday Management Area,Dry Tropics,59435,L
1871,Rattray Reef,0,0,0,0,0,0.174043573,0,0,0,0.174043573,32774.38275,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59445,L
1872,U/N Reef,0,0,0,0,0,2.823715797,0,0,0,2.823715797,122312.8238,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1873,U/N Reef,0,0,0,0,0,1.42725584,0,0,0,1.42725584,122483.7753,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1874,U/N Reef,0,0,0,0,0,0,1.121414768,0,0,1.121414768,100804.43,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1893,U/N Reef,0,0,0,0,0,3.002934951,0,0,0,3.002934951,103823.7556,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1894,U/N Reef,0,0,0,0,0,0.169040826,0,0,0,0.169040826,102392.1285,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1895,Knuckle Reef,0,0,0,0,0,28.19141592,0,0,0,28.19141592,125352.4972,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1896,U/N Reef,0,0,0,0,0,3.925821142,0,0,0,3.925821142,135284.5773,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1897,U/N Reef,0,0,0,0,0,1.10152755,0,0,0,1.10152755,138610.4709,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1898,U/N Reef,0,0,0,0,0,0.38119122,0,0,0,0.38119122,137872.8001,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1899,U/N Reef,0,0,0,0,0,0.253419596,0,0,0,0.253419596,139195.2989,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1900,U/N Reef,0,0,0,0,0,0.452084967,0,0,0,0.452084967,138296.024,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1916,U/N Reef,0,0,0,0,0,0.438254147,0,0,0,0.438254147,138436.4104,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1917,U/N Reef,0,0,0,0,0,0.738565234,0,0,0,0.738565234,139279.0324,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1918,U/N Reef,0,0,0,0,0,1.298936182,0,0,0,1.298936182,136038.9787,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1919,Outlier Reef,0,0,0,0,0,9.650679013,0,0,0,9.650679013,133245.9479,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1920,U/N Reef,0,0,0,0,0,2.409472086,0,0,0,2.409472086,141436.0922,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1921,U/N Reef,0,0,0,0,0,1.528621647,0,0,0,1.528621647,121735.8675,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1922,U/N Reef,0,0,0,0,0,3.281423265,0,0,0,3.281423265,119797.0886,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1923,U/N Reef,0,0,0,0,0,0.901829231,0,0,0,0.901829231,147153.7143,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1945,U/N Reef,0,0,0,0,0,1.492420077,0,0,0,1.492420077,137978.4581,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1946,U/N Reef,0,0,0,0,0,12.48500916,0,0,0,12.48500916,136346.5061,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1947,Block Reef,0,0,0,0,0,66.41238522,0,0,0,66.41238522,128782.5277,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1948,Line Reef,0,0,0,0,0,10.7081432,0,0,0,10.7081432,108530.3377,Townsville/Whitsunday Management Area,Dry Tropics,59436,L
1949,U/N Reef,0,0,0,0,0,3.704403751,0,0,0,3.704403751,119759.6469,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1531,U/N Reef,0,0,0,0,0,1.408992472,0,0,0,1.408992472,123878.6001,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1532,U/N Reef,0,0,0,0,0,10.00580121,0,0,0,10.00580121,126580.7414,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1533,U/N Reef,0,0,0,0,0,0.051159708,0,0,0,0.051159708,126977.7689,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1534,U/N Reef,0,0,0,0,0,0.089963761,0,0,0,0.089963761,127425.4298,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1535,U/N Reef,0,0,0,0,0,0.00050286,0,0,0,0.00050286,128411.0307,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1536,U/N Reef,0,0,0,0,0,0.000332169,0,0,0,0.000332169,128543.952,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1537,U/N Reef,0,0,0,0,0,0.000564975,0,0,0,0.000564975,128496.7392,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1538,U/N Reef,0,0,0,0,0,0.170881485,0,0,0,0.170881485,128630.2339,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1539,U/N Reef,0,0,0,0,0,0.501916661,0,0,0,0.501916661,130567.3783,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1540,Sinker Reef,0,0,0,0,0,0,0.686076792,0,0,0.686076792,110239.584,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1541,Circular Quay Reef,0,0,0,0,0,83.6674008,0,0,0,83.6674008,141618.4874,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1542,Hardy Reef,0,0,0,0,0,0,29.95717634,0,0,29.95717634,112286.8199,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1570,Hook Reef,0,0,0,29.14882183,0,0,0,0,0,29.14882183,103309.2565,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1571,Barb Reef,0,0,0,3.847269483,0,0,0,0,0,3.847269483,99362.57083,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1572,U/N Reef,0,0,0,0.028892293,0,0,0,0,0,0.028892293,101522.1091,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1573,Bait Reef,0,0,0,0,0,0,11.76798233,0,0,11.76798233,93763.6261,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1574,U/N Reef,0,0,0,0,0,5.491150234,0,0,0,5.491150234,131542.905,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59436,L
1575,U/N Reef,0,0,0,0,0,2.700485027,0,0,0,2.700485027,158764.6336,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1576,Gable Reef,0,0,0,0,0,0,1.632752694,0,0,1.632752694,174556.3854,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1577,Stucco Reef,0,0,0,0,0,12.33816347,0,0,0,12.33816347,157934.7981,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1601,Lath Reef,0,0,0,0,0,0,5.607770302,0,0,5.607770302,164628.1395,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1602,U/N Reef,0,0,0,0,0,0,0.257003308,0,0,0.257003308,169261.5596,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1603,U/N Reef,0,0,0,0,0,0.996971428,0,0,0,0.996971428,154486.7219,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1604,U/N Reef,0,0,0,0,0,1.00333222,0,0,0,1.00333222,147776.511,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1605,Rafter Reef,0,0,0,0,0,0,5.37554629,0,0,5.37554629,160592.2396,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1606,Plaster Reef,0,0,0,0,0,0,14.23739826,0,0,14.23739826,163666.2956,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1607,Eave Reef,0,0,0,0,0,0,2.071109176,0,0,2.071109176,174936.804,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1608,Brick Reef,0,0,0,0,0,0,5.767432376,0,0,5.767432376,169559.0335,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1609,U/N Reef,0,0,0,0,0,0,0.504084888,0,0,0.504084888,169649.1664,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1633,Tile Reef,0,0,0,0,0,0,0,10.76323271,0,10.76323271,182741.5598,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1634,Reimer Reef,0,0,0,0,0,0,0,5.121680145,0,5.121680145,185845.1931,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1635,U/N Reef,0,0,0,0,0,0.845111476,0,0,0,0.845111476,172624.6103,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1636,U/N Reef,0,0,0,0,0,0,0.306437521,0,0,0.306437521,181875.1573,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1637,U/N Reef,0,0,0,0,0,1.065003101,0,0,0,1.065003101,168150.4843,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1638,Girder Reef,0,0,0,0,0,7.122055977,0,0,0,7.122055977,171424.412,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1639,Little Reef,0,0,0,0,0,4.228295437,0,0,0,4.228295437,152116.7801,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1640,U/N Reef,0,0,0,0,0,0.474797315,0,0,0,0.474797315,165347.4079,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1665,Slate Reef,0,0,0,0,0,0,6.809515771,0,0,6.809515771,187362.9323,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1666,U/N Reef,0,0,0,0,0,0,0.763849647,0,0,0.763849647,189030.566,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1667,U/N Reef,0,0,0,0,0,3.221883528,0,0,0,3.221883528,160196.2097,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1668,U/N Reef,0,0,0,0,0,0.101340296,0,0,0,0.101340296,146342.0064,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1669,U/N Reef,0,0,0,0,0,1.617798363,0,0,0,1.617798363,147391.7846,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1670,U/N Reef,0,0,0,0,0,2.290598912,0,0,0,2.290598912,169057.696,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1690,U/N Reef,0,0,0,0,0,5.749716375,0,0,0,5.749716375,175455.2423,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1691,U/N Reef,0,0,0,0,0,0,0.082179952,0,0,0.082179952,183092.2195,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1692,Thatch Reef,0,0,0,0,0,0,5.024788669,0,0,5.024788669,185878.3113,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1693,U/N Reef,0,0,0,0,0,1.11477579,0,0,0,1.11477579,154438.4955,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1694,U/N Reef,0,0,0,0,0,2.460566498,0,0,0,2.460566498,154540.1898,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1695,U/N Reef,0,0,0,0,0,0.385492306,0,0,0,0.385492306,163163.2626,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1696,U/N Reef,0,0,0,0,0,0.176127326,0,0,0,0.176127326,169212.9524,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1697,U/N Reef,0,0,0,0,0,0.66550071,0,0,0,0.66550071,170737.6799,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1718,U/N Reef,0,0,0,0,0,0.267620108,0,0,0,0.267620108,171575.4678,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1719,U/N Reef,0,0,0,0,0,0.442609546,0,0,0,0.442609546,176184.6178,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1720,U/N Reef,0,0,0,0,0,0,0.373701327,0,0,0.373701327,182660.2955,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1721,U/N Reef,0,0,0,0,0,0,1.032918158,0,0,1.032918158,184023.3587,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1722,Crab Reef,0,0,0,0,0,3.594852422,0,0,0,3.594852422,164149.3273,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1723,U/N Reef,0,0,0,0,0,0,1.61695716,0,0,1.61695716,181297.5379,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1724,Howse Reef,0,0,0,0,0,3.388280655,0,0,0,3.388280655,172377.5294,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1744,Gargoyle Reef,0,0,0,0,0,9.219343196,0,0,0,9.219343196,162047.0752,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1745,U/N Reef,0,0,0,0,0,2.421080925,0,0,0,2.421080925,153812.0983,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1746,U/N Reef,0,0,0,0,0,3.457824498,0,0,0,3.457824498,166582.66,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1747,U/N Reef,0,0,0,0,0,0.004424666,0,0,0,0.004424666,158275.2605,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1748,U/N Reef,0,0,0,0,0,0.335710603,0,0,0,0.335710603,158465.2859,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1749,U/N Reef,0,0,0,0,0,0.001232087,0,0,0,0.001232087,158874.9644,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1750,U/N Reef,0,0,0,0,0,0.518185647,0,0,0,0.518185647,165891.5461,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1751,Hewitt Reef,0,0,0,0,0,22.33639039,0,0,0,22.33639039,153016.4274,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1752,U/N Reef,0,0,0,0,0,5.757894587,0,0,0,5.757894587,167514.9949,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1772,U/N Reef,0,0,0,0,0,2.059541048,0,0,0,2.059541048,161962.4698,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1773,U/N Reef,0,0,0,0,0,2.45129091,0,0,0,2.45129091,162223.9681,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1774,U/N Reef,0,0,0,0,0,0.314254248,0,0,0,0.314254248,163225.9943,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1775,U/N Reef,0,0,0,0,0,0.798770631,0,0,0,0.798770631,152787.0084,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1776,U/N Reef,0,0,0,0,0,5.588043843,0,0,0,5.588043843,160023.0416,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1789,U/N Reef,0,0,0,0,0,4.281982215,0,0,0,4.281982215,162361.7216,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1790,Napier Reef,0,0,0,0,0,0,8.500361913,0,0,8.500361913,166899.0998,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1791,U/N Reef,0,0,0,0,0,0.435545215,0,0,0,0.435545215,150680.3563,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1792,Ross Reef,0,0,0,0,0,10.60036276,0,0,0,10.60036276,148566.1015,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1793,U/N Reef,0,0,0,0,0,3.738247457,0,0,0,3.738247457,155151.3276,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1794,U/N Reef,0,0,0,0,0,0.1683781,0,0,0,0.1683781,153947.2211,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1812,U/N Reef,0,0,0,0,0,1.367740151,0,0,0,1.367740151,156892.1192,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1813,U/N Reef,0,0,0,0,0,0.080002426,0,0,0,0.080002426,151546.9316,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1814,U/N Reef,0,0,0,0,0,1.797256372,0,0,0,1.797256372,152179.5439,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1815,U/N Reef,0,0,0,0,0,0.600260828,0,0,0,0.600260828,149704.383,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1816,Round Reef,0,0,0,0,0,6.355965613,0,0,0,6.355965613,141240.1358,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1831,Tideway Reef (No 1),0,0,0,0,0,18.0850296,0,0,0,18.0850296,142098.7534,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59447,L
1832,Tideway Reef (No 2),0,0,0,0,0,3.137016378,0,0,0,3.137016378,142578.6797,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59447,L
1833,Tideway Reef (No 3),0,0,0,0,0,6.048274979,0,0,0,6.048274979,144555.2126,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59447,L
1834,U/N Reef,0,0,0,0,0,0,6.438034222,0,0,6.438034222,186691.1635,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1854,Hyde Reef,0,0,0,0,0,9.204773959,0,0,0,9.204773959,186541.5109,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1855,U/N Reef,0,0,0,0,0,3.439881799,0,0,0,3.439881799,185989.7061,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1856,Rebe Reef,0,0,0,0,0,10.02026698,0,0,0,10.02026698,185774.7811,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1857,U/N Reef,0,0,0,0,0,2.032431978,0,0,0,2.032431978,181050.3095,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1875,Wackett Reef,0,0,0,0,0,13.17200498,0,0,0,13.17200498,178981.7933,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1876,Oom Reef,0,0,0,0,0,2.954299113,0,0,0,2.954299113,184316.5077,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1877,U/N Reef,0,0,0,0,0,0.146923596,0,0,0,0.146923596,179820.5256,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1878,Wyatt Earp Reef,0,0,0,0,0,11.35664045,0,0,0,11.35664045,184170.1565,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1879,Sharon Shoal (No 1),0,0,0,0,0,0.183377456,0,0,0,0.183377456,187286.7179,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1880,Sharon Shoal (No 2),0,0,0,0,0,0.051076082,0,0,0,0.051076082,187743.1925,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1881,Sharon Shoal (No 3),0,0,0,0,0,0.16551847,0,0,0,0.16551847,189926.9611,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1901,Sharon Shoal (No 4),0,0,0,0,0,0.116538424,0,0,0,0.116538424,189116.6156,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1902,U/N Reef,0,0,0,0,0,7.98549105,0,0,0,7.98549105,182976.1519,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1903,U/N Reef,0,0,0,0,0,0.264376516,0,0,0,0.264376516,186397.8212,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1904,Williams Reef,0,0,0,0,0,3.291762066,0,0,0,3.291762066,175868.6937,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1905,Conder Reef,0,0,0,0,0,5.178275743,0,0,0,5.178275743,176921.8986,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1924,White Tip Reef,0,0,0,0,0,9.449658948,0,0,0,9.449658948,183170.9249,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1925,Bond Reef,0,0,0,0,0,1.928634653,0,0,0,1.928634653,184477.8275,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1926,Abott Reef,0,0,0,0,0,2.802452297,0,0,0,2.802452297,185252.1434,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1927,U/N Reef,0,0,0,0,0,0.121352004,0,0,0,0.121352004,173741.7406,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1928,U/N Reef,0,0,0,0,0,0.95869632,0,0,0,0.95869632,184202.1736,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1929,U/N Reef,0,0,0,0,0,9.582490859,0,0,0,9.582490859,185483.4069,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1930,Kerwin Reef,0,0,0,0,0,7.117912444,0,0,0,7.117912444,174735.4498,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1543,U/N Reef,0,0,0,0,0,2.061435356,0,0,0,2.061435356,182430.6295,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1544,U/N Reef,0,0,0,0,0,1.219490317,0,0,0,1.219490317,173301.5711,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59438,L
1545,Thompson Shoal,0,0,0,0,0,0.019597208,0,0,0,0.019597208,187358.4583,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1546,Blossom Bank (West),0,0,0,0,0,0.074718424,0,0,0,0.074718424,199150.6036,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1547,Marilyn Shoal,0,0,0,0,0,0.141759678,0,0,0,0.141759678,200015.0831,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1548,Ferris Shoal,0,0,0,0,0,0.119645274,0,0,0,0.119645274,194477.5101,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1549,Maschke Shoal,0,0,0,0,0,0.066182709,0,0,0,0.066182709,191428.3021,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1550,Blossom Bank (East),0,0,0,0,0,0.022523845,0,0,0,0.022523845,200040.7081,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1551,U/N Reef,0,0,0,0,0,0.04800533,0,0,0,0.04800533,193277.4817,Townsville/Whitsunday Management Area,"Mackay, Isaac and Whitsunday (out)",59438,L
1552,U/N Reef,0,0,0,0,0,0.070945038,0,0,0,0.070945038,145237.7536,Townsville/Whitsunday Management Area,Dry Tropics,59425,L
1553,U/N Reef,0,0,0,0,0,0.152758791,0,0,0,0.152758791,142970.4725,Townsville/Whitsunday Management Area,Dry Tropics,59425,L
1554,U/N Reef,0,0,0,0,0,0.024088048,0,0,0,0.024088048,153506.5697,Townsville/Whitsunday Management Area,Dry Tropics,59426,L
1578,U/N Reef,0,0,0,0,0,0.711186643,0,0,0,0.711186643,157249.9191,Townsville/Whitsunday Management Area,Dry Tropics,59426,L
1579,U/N Reef,0,0,0,0,0,1.118630655,0,0,0,1.118630655,153235.0397,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1580,U/N Reef,0,0,0,0,0,0.090474017,0,0,0,0.090474017,164205.9407,Townsville/Whitsunday Management Area,Dry Tropics (out),59426,L
1581,U/N Reef,0,0,0,0,0,0.473078624,0,0,0,0.473078624,161072.6379,Townsville/Whitsunday Management Area,Dry Tropics,59426,L
1582,U/N Reef,0,0,0,0,0,0.000853826,0,0,0,0.000853826,157707.6359,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1583,U/N Reef,0,0,0,0,0,0.201859611,0,0,0,0.201859611,165845.3028,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1584,U/N Reef,0,0,0,0,0,0.022533804,0,0,0,0.022533804,158539.447,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1585,U/N Reef,0,0,0,0,0,17.97085318,0,0,0,17.97085318,158022.3129,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1586,U/N Reef,0,0,0,0,0,0,0.01530137,0,0,0.01530137,167159.7775,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1610,U/N Reef,0,0,0,0,0,1.294264392,0,0,0,1.294264392,141917.3868,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1611,U/N Reef,0,0,0,0,0,0,0.036796138,0,0,0.036796138,167502.6621,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1612,U/N Reef,0,0,0,0,0,0,0.853740195,0,0,0.853740195,169244.5918,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1613,U/N Reef,0,0,0,0,0,0,0.546272765,0,0,0.546272765,167864.3562,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1614,U/N Reef,0,0,0,0,0,0.554457371,0,0,0,0.554457371,166843.2697,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1615,U/N Reef,0,0,0,0,0,0.001734883,0,0,0,0.001734883,170477.7075,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1616,U/N Reef,0,0,0,0,0,0.048956092,0,0,0,0.048956092,166667.5278,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1641,U/N Reef,0,0,0,0,0,0.000890726,0,0,0,0.000890726,166850.2728,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1642,U/N Reef,0,0,0,0,0,0.004145499,0,0,0,0.004145499,166753.6771,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1643,U/N Reef,0,0,0,0,0,0.61704048,0,0,0,0.61704048,171477.8321,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1644,U/N Reef,0,0,0,0,0,0.020684189,0,0,0,0.020684189,172318.2788,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1645,U/N Reef,0,0,0,0,0,0,1.349199351,0,0,1.349199351,179394.0978,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1646,U/N Reef,0,0,0,0,0,0.241496176,0,0,0,0.241496176,152291.9856,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1647,U/N Reef,0,0,0,0,0,0.017710595,0,0,0,0.017710595,154054.3937,Townsville/Whitsunday Management Area,Mackay/Isaac/Whitsunday,59437,L
1648,U/N Reef,0,0,0,0,0,0,0,0.003562481,0,0.003562481,185921.9247,Townsville/Whitsunday Management Area,Dry Tropics (out),59437,L
1649,U/N Reef,0,0,0,0,0,0,0,0.009719622,0,0.009719622,186775.0426,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1650,U/N Reef,0,0,0,0,0,0,0.031009551,0,0,0.031009551,184712.7126,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
1651,U/N Reef,0,0,0,0,0,0,0.063355888,0,0,0.063355888,187808.0086,Townsville/Whitsunday Management Area,Dry Tropics,59437,L
