id,reef_uniqueid,reef_name,not_zoned,buffer,commonwealth_island_GBRMPA,conservation_park,general_use,habitat_protection,marine_national_park,preservation,scientific_research,total_area_nine_zones,minimum_distance_to_nearest_port_m,GBRMPA_management_area,subregion,qfish,region_code
1051,15075102104,Ribbon No 2 Reef (No 2),0,0.142207287,0,0,0,0,0,0,0,0.142207287,57970.81585,Cairns Cooktown,Cape York Peninsula,59316,G
1052,15075103104,Ribbon No 2 Reef (No 3),0,0,0,0,0,0,0,0.065106603,0,0.065106603,59765.16578,Cairns Cooktown,Cape York Peninsula,59316,G
1053,15076100104,U/N Reef,0,0,0,0,0,0,0.507477106,0,0,0.507477106,39755.79976,Cairns Cooktown,Cape York Peninsula,59316,G
1054,15077100104,U/N Reef,0,0,0,0,0,0,8.12437329,0,0,8.12437329,45035.08389,Cairns Cooktown,Cape York Peninsula,59316,G
1055,15078100104,Osterlund Reef,0,0,0,0,0,0,39.61256258,0,0,39.61256258,34852.44159,Cairns Cooktown,Cape York Peninsula,59316,G
1056,15079100104,U/N Reef,0,0,0,0,0,0,0.037757755,0,0,0.037757755,60107.18006,Cairns Cooktown,Cape York Peninsula,59316,G
1057,15080100104,Ribbon No 1 Reef,0,0,0,0,0,0,7.384147913,0,0,7.384147913,63417.88835,Cairns Cooktown,Cape York Peninsula,59316,G
1058,15081100104,Rosser Reef,0,0,0,0,0,0,18.12690409,0,0,18.12690409,30632.89156,Cairns Cooktown,Cape York Peninsula,59316,G
1059,15082100104,Emily Reef,0.000239413,0,0,0,0,0,21.66732155,0,0,21.66756096,44607.80862,Cairns Cooktown,Cape York Peninsula,59316,G
1060,15083100104,Gill Patches,0,0,0,0,0,0,0.000976679,0,0,0.000976679,33986.88613,Cairns Cooktown,Cape York Peninsula,59316,G
1061,15084100104,Irene Reef,0,0,0,0,0,0,14.36351174,0,0,14.36351174,55420.69266,Cairns Cooktown,Cape York Peninsula,59316,G
1062,15085100104,Lena Reef,0,0,0,0,0,0,9.823694623,0,0,9.823694623,64862.83886,Cairns Cooktown,Cape York Peninsula,59316,G
1063,15086100104,Cairns Reef,0,0,0,0,0,0,78.53138798,0,0,78.53138798,37058.8576,Cairns Cooktown,Cape York Peninsula,59316,G
1064,15087100104,Pearl Reef,0,0,0,0,0,0,2.877330866,0,0,2.877330866,67983.50402,Cairns Cooktown,Cape York Peninsula,59316,G
1065,15088100104,Ruby Reef,0,0,0,0,0,0,15.64313308,0,0,15.64313308,66758.166,Cairns Cooktown,Cape York Peninsula,59316,G
1066,15089100104,Endeavour Reef,0,0,0,0,0,0,0,23.29885201,0,23.29885201,51819.99742,Cairns Cooktown,Cape York Peninsula,59316,G
1067,15090100104,Andersen Reef,0,0,0,0,0,0,7.062107779,0,0,7.062107779,71468.31786,Cairns Cooktown,Cape York Peninsula,59316,G
1068,15091101104,U/N Reef,0,0,0,0,0,0,0.010855709,0,0,0.010855709,70641.77557,Cairns Cooktown,Cape York Peninsula,59316,G
1069,15091102104,U/N Reef,0,0,0,0,0,0,0.913469195,0,0,0.913469195,70983.20255,Cairns Cooktown,Cape York Peninsula,59316,G
1070,15092100104,Rachel Carson Reef,0,0,0,0,0,0,9.163270349,0,0,9.163270349,75923.54672,Cairns Cooktown,Cape York Peninsula,59316,G
1071,15093100104,Pickersgill Reef,0.000292658,0,0,0,27.15884021,0,0,0,0,27.15913287,58398.66836,Cairns Cooktown,Cape York Peninsula,59316,G
1072,15094100104,Escape Reef,0,0,0,0,0,0,16.12243449,0,0,16.12243449,76956.18964,Cairns Cooktown,Cape York Peninsula,59316,G
1073,15095100104,Evening Reef,0,0,0,0,0,0,9.865407844,0,0,9.865407844,68174.15983,Cairns Cooktown,Cape York Peninsula,59316,G
1074,15096100104,Agincourt Reefs (No 4),0,0,0,0,0,0,0,14.06509264,0,14.06509264,84202.56269,Cairns Cooktown,Wet Tropics,59316,G
1075,15098100104,Morning Reef,0,0,0,0,0,0,5.100300118,0,0,5.100300118,74852.0823,Cairns Cooktown,Wet Tropics,59326,G
1076,15099101104,Agincourt Reefs (No 3),0,0,0,0,0,0,0,10.99069196,0,10.99069196,88479.21211,Cairns Cooktown,Wet Tropics,59326,G
1077,15099102104,Agincourt Reefs (No 2a),0,0,0,0,0,0,0,3.237527369,0,3.237527369,91211.14886,Cairns Cooktown,Wet Tropics,59326,G
1078,15099103104,Agincourt Reefs (No 1),0,0,0,0,0,0,0,4.862625945,0,4.862625945,87037.8837,Cairns Cooktown,Wet Tropics,59326,G
1079,15099104104,Agincourt Reefs (No 5),0,0,0,0,0,0,0,3.230676274,0,3.230676274,89040.31506,Cairns Cooktown,Wet Tropics,59326,G
1080,15099105104,Agincourt Reefs (No 2b),0,0,0,0,0,0,0,2.350786307,0,2.350786307,89979.5057,Cairns Cooktown,Wet Tropics,59326,G
1081,15800100104,U/N Reef,0,0,0,0,0,0,0.143423277,0,0,0.143423277,44170.56121,Cairns Cooktown,Cape York Peninsula,59310,G
1082,15801100104,U/N Reef,0,0,0,0,0,0,0.115301804,0,0,0.115301804,45275.18846,Cairns Cooktown,Cape York Peninsula,59316,G
1083,16001100104,U/N Reef,0.010973256,0,0,0,0,0,0,4.11887202,0,4.129845276,66837.45966,Cairns Cooktown,Wet Tropics,59325,G
1084,16002100104,U/N Reef,0.000111287,0,0,0,0.030308291,0,0,1.774441347,0,1.804860924,72769.19865,Cairns Cooktown,Wet Tropics,59325,G
1085,16003100104,U/N Reef,4.52E-05,0,0,0,2.744271841,0,0,0,0,2.744317054,76216.19938,Cairns Cooktown,Wet Tropics,59325,G
1086,16004100104,Struck Reef,3.96E-08,0,0,0,0.011206332,0,0,0,0,0.011206372,78654.35928,Cairns Cooktown,Wet Tropics,59325,G
1087,16005100104,Black Rock Reef,0,0,0,0,0,0,0.001326853,0,0,0.001326853,69284.71536,Cairns Cooktown,Wet Tropics,59325,G
1088,16006100104,Snapper Reef,3.60E-05,0,0,0,1.385494012,0,0,0,0,1.385530024,61904.44427,Cairns Cooktown,Wet Tropics,59326,G
1089,16007100104,U/N Reef,1.75E-07,0,0,0,0,0,0.093862724,0,0,0.093862899,59103.26902,Cairns Cooktown,Wet Tropics,59325,G
1090,16008101104,U/N Reef,0,0,0,0,0,0,0.034744946,0,0,0.034744946,55456.59134,Cairns Cooktown,Wet Tropics,59325,G
1091,16008102104,U/N Reef,0,0,0,0,0,0,0.00831241,0,0,0.00831241,56111.98559,Cairns Cooktown,Wet Tropics,59325,G
1092,16009101104,U/N Reef,0.053028961,0,0,0,1.072482286,0,5.334381748,0,0,6.459892995,51010.54128,Cairns Cooktown,Wet Tropics,59325,G
1093,16009102104,U/N Reef,0,0,0,0,0,0,0.020016615,0,0,0.020016615,54245.64877,Cairns Cooktown,Wet Tropics,59325,G
1094,16010100104,Morey Reef,0.046732541,0,0,0,4.779055191,0,0,0,0,4.825787732,46792.81936,Cairns Cooktown,Wet Tropics,59325,G
1095,16011100104,U/N Reef,0,0,0,0,0,0,0.306788399,0,0,0.306788399,84460.89748,Cairns Cooktown,Wet Tropics,59326,G
1096,16012101104,Spitfire Reefs (West),0,0,0,0,0,0,0.158911271,0,0,0.158911271,74710.98752,Cairns Cooktown,Wet Tropics,59326,G
1097,16012102104,Spitfire Reefs (East),0,0,0,0,0,0,0.525941406,0,0,0.525941406,76589.588,Cairns Cooktown,Wet Tropics,59326,G
1098,16013101104,U/N Reef,0,0,0,0,0,0,0,1.248431462,0,1.248431462,87632.97598,Cairns Cooktown,Wet Tropics,59326,G
1099,16013102104,U/N Reef,0,0,0,0,0,0,0,0.787522827,0,0.787522827,88858.2908,Cairns Cooktown,Wet Tropics,59326,G
1100,16013103104,U/N Reef,0,0,0,0,0,0,0,0.055605735,0,0.055605735,89070.99759,Cairns Cooktown,Wet Tropics,59326,G
1101,16014101104,U/N Reef,0,0,0,0,0,0,0.05957859,0,0,0.05957859,81596.10156,Cairns Cooktown,Wet Tropics,59326,G
1102,16014102104,U/N Reef,0,0,0,0,0,0,0.011668074,0,0,0.011668074,82507.7499,Cairns Cooktown,Wet Tropics,59326,G
1103,16015100104,Mackay Reef,0.000289118,0,0,0,0,0,4.438206425,0,0,4.438495543,79852.01718,Cairns Cooktown,Wet Tropics,59326,G
1104,16016100104,U/N Reef,0,0,0,0,0,0,1.118984113,0,0,1.118984113,85752.0978,Cairns Cooktown,Wet Tropics,59326,G
1105,16017100104,Sylvan Reef,0,0,0,0,0,0,1.691966371,0,0,1.691966371,82839.49811,Cairns Cooktown,Wet Tropics,59326,G
1106,16018101104,U/N Reef,0,0,0,0,0,0,0.340057485,0,0,0.340057485,83590.83716,Cairns Cooktown,Wet Tropics,59326,G
1107,16018102104,U/N Reef,0,0,0,0,0,0,0.039939404,0,0,0.039939404,82596.92401,Cairns Cooktown,Wet Tropics,59326,G
1108,16019100104,St Crispin Reef,0,0,0,0,0,0,27.93380723,0,0,27.93380723,81335.03474,Cairns Cooktown,Wet Tropics,59326,G
1109,16020101104,Undine Reef (West),0.000420322,0,0,0,0,0,24.44431996,0,0,24.44474028,78080.8065,Cairns Cooktown,Wet Tropics,59326,G
1110,16020102104,Undine Reef (East),0,0,0,0,0,0,5.859562847,0,0,5.859562847,78858.30265,Cairns Cooktown,Wet Tropics,59326,G
1111,16022101104,U/N Reef,0,0,0,0,0,0,0.006740898,0,0,0.006740898,72581.98897,Cairns Cooktown,Wet Tropics,59326,G
1112,16022102104,U/N Reef,0,0,0,0,0,0,0.372163269,0,0,0.372163269,71617.69941,Cairns Cooktown,Wet Tropics,59326,G
1113,16023100104,Rudder Reef,0,0,0,0,0,0,30.67339796,0,0,30.67339796,70386.06734,Cairns Cooktown,Wet Tropics,59326,G
1114,16024100104,Chinaman Reef,0,0,0,0,0,0,7.36980425,0,0,7.36980425,67963.92308,Cairns Cooktown,Wet Tropics,59326,G
1115,16025100104,Opal Reef,0,0,0,0,10.43537928,0,0,12.9802733,0,23.41565258,69303.88151,Cairns Cooktown,Wet Tropics,59326,G
1116,16026100104,Tongue Reef,0,0,0,0,0,0,71.82712542,5.853512808,0,77.68063823,56667.41927,Cairns Cooktown,Wet Tropics,59326,G
1117,16027100104,U/N Reef,0,0,0,0,0,0,4.095750397,0,0,4.095750397,52407.24001,Cairns Cooktown,Wet Tropics,59326,G
1118,16028100104,Low Islands Reef,0.002913743,0,0,0,0,0,0,4.059627141,0,4.062540884,49787.10979,Cairns Cooktown,Wet Tropics,59326,G
1119,16029100104,Batt Reef,0,0,0,0,0,0,111.4992494,0,0,111.4992494,47361.27954,Cairns Cooktown,Wet Tropics,59326,G
1120,16030100104,Norman Reef,0,0,0,0,0,0,0,7.917379161,0,7.917379161,52346.08717,Cairns Cooktown,Wet Tropics,59327,G
1121,16031100104,Satellite Reef,0,0,0,0,0,0,0.244159125,0,0,0.244159125,41398.79467,Cairns Cooktown,Wet Tropics,59326,G
1122,16032100104,Saxon Reef,0,0,0,0,0,0,0,3.88627252,0,3.88627252,49445.32465,Cairns Cooktown,Wet Tropics,59327,G
1123,16033100104,Linden Bank,0,0,0,0,0,0,0.00506802,0,0,0.00506802,64597.21607,Cairns Cooktown,Wet Tropics (out),59327,G
1124,16034100104,Spur Reef,0,0,0,0,0,0,2.61830057,0,0,2.61830057,58633.07183,Cairns Cooktown,Wet Tropics,59327,G
1125,16035100104,Onyx Reef,0,0,0,0,0,0,0.730931029,0,0,0.730931029,56659.67182,Cairns Cooktown,Wet Tropics,59327,G
1126,16036100104,Nicholas Reef,0,0,0,0,0,0,1.303987022,0,0,1.303987022,55156.66635,Cairns Cooktown,Wet Tropics,59327,G
1127,16037100104,Wentworth Reef,0,0,0,0,1.67919256,0,0,0,0,1.67919256,38436.26064,Cairns Cooktown,Wet Tropics,59150,K
1128,16038100104,Egmont Reef,0,0,0,0,0.001717746,0,0,0,0,0.001717746,37928.94532,Cairns Cooktown,Wet Tropics,59150,K
1129,16039101104,Alexandra Reefs (No 1),0.25420661,0,0,0,11.10947514,0,0,0,0,11.36368175,38090.26678,Cairns Cooktown,Wet Tropics,59325,K
1130,16039102104,Alexandra Reefs (No 2),0.000169438,0,0,0,9.59867726,0,0,0,0,9.598846698,33089.21485,Cairns Cooktown,Wet Tropics,59150,K
1131,16040100104,Pixie Reef,0,0,0,0,0,0,1.954420942,0,0,1.954420942,32990.5753,Cairns Cooktown,Wet Tropics,59150,K
1132,16041100104,Jorgensen Patch,0,0,0,0,0,0,0.732901869,0,0,0.732901869,39245.81994,Cairns Cooktown,Wet Tropics,59150,K
1133,16042100104,Breaking Patches,0,0,0,0,0,0,0,1.566317925,0,1.566317925,38292.45488,Cairns Cooktown,Wet Tropics,59150,K
1134,16043101104,Oyster Reef,0,0,0,0,4.840731536,0,0,0,0,4.840731536,31109.19995,Cairns Cooktown,Wet Tropics,59150,K
1135,16043102104,U/N Reef,0,0,0,0,0.104587234,0,0,0,0,0.104587234,33231.5635,Cairns Cooktown,Wet Tropics,59150,K
1136,16044101104,U/N Reef,0,0,0,0,0.162674403,0,0,0,0,0.162674403,33704.8984,Cairns Cooktown,Wet Tropics,59150,K
1137,16044102104,Vlasoff Reef,0,0,0,0,3.729875996,0,0,0,0,3.729875996,35040.94235,Cairns Cooktown,Wet Tropics,59151,K
1138,16045101104,Unity Reef (No 1),0,0,0,0,0.003024091,0.000630759,0,0.000340006,0,0.003994856,23079.84994,Cairns Cooktown,Wet Tropics,59150,K
1139,16045102104,Unity Reef (No 2),0,0,0,0,0,0,0,0.00380041,0,0.00380041,22687.40295,Cairns Cooktown,Wet Tropics,59150,K
1140,16046100104,Upolu Reef,0,0,0,0,0.206970158,0,0,2.10812387,0,2.315094028,28402.77097,Cairns Cooktown,Wet Tropics,59150,K
1141,16047100104,Double Island Reef,0.000232348,0,0,0,0,0,2.415871792,0,0,2.41610414,8816.756142,Cairns Cooktown,Wet Tropics,59150,K
1142,16048100104,Haycock Reef,4.83E-05,0,0,0,0,0,1.890252967,0,0,1.890301265,8155.628381,Cairns Cooktown,Wet Tropics,59150,K
1143,16049100104,Green Island Reef,6.48E-05,0,0,0,0,0,0,6.947177872,8.127892961,15.07513568,30705.33509,Cairns Cooktown,Wet Tropics,59151,K
1144,16051101104,Rocky Island Reef,8.19E-08,0,0,0,0.000130154,0,0,0,0,0.000130236,14109.40453,Cairns Cooktown,Wet Tropics,59150,K
1145,16051102104,Rocky Island Reef,5.19E-05,0,0,0,0.433661659,0,0,0,0,0.433713551,13803.36533,Cairns Cooktown,Wet Tropics,59150,K
1146,16052100104,U/N Reef,8.95E-07,0,0,0,0,0,0.003148504,0.000388921,0,0.00353832,19852.71023,Cairns Cooktown,Wet Tropics,59150,K
1147,16053100104,U/N Reef,4.39E-06,0,0,0,0,0,0,0.190198326,0,0.190202719,18091.6388,Cairns Cooktown,Wet Tropics,59150,K
1148,16054101104,Fitzroy Island Reef (No 1),0.000119,0,0,0,0.351875505,0,0,0,0,0.351994505,23286.38438,Cairns Cooktown,Wet Tropics,59151,K
1149,16054102104,Fitzroy Island Reef (No 2),0,0,0,0,0.005748052,0,0,0,0,0.005748052,22744.2635,Cairns Cooktown,Wet Tropics,59150,K
1150,16054103104,U/N Reef,5.46E-08,0,0,0,0.000266974,0,0,0,0,0.000267029,22668.35962,Cairns Cooktown,Wet Tropics,59150,K
1151,16054104104,U/N Reef,0,0,0,0,0.003198486,0,0,0,0,0.003198486,23073.90945,Cairns Cooktown,Wet Tropics,59150,K
1152,16054105104,U/N Reef,0,0,0,0,0.00028005,0,0,0,0,0.00028005,23200.24365,Cairns Cooktown,Wet Tropics,59150,K
1153,16054106104,U/N Reef,0,0,0,0,0.196985822,0,0,0,0,0.196985822,22615.49366,Cairns Cooktown,Wet Tropics,59150,K
1154,16054107104,U/N Reef,0,0,0,0,0.002974205,0,0,0,0,0.002974205,24374.79331,Cairns Cooktown,Wet Tropics,59151,K
1155,16055100104,Little Fitzroy Island Reef,1.53E-05,0,0,2.31E-06,0.127420517,0,0,0,0,0.127438107,25065.11502,Cairns Cooktown,Wet Tropics,59151,K
1156,16056100104,U/N Reef,8.48E-05,0,0,0,0,0,0.252750538,0,0,0.252835315,14699.13362,Cairns Cooktown,Wet Tropics,59150,K
1157,16057100104,Hastings Reef,0,0,0,0,0,0,0,11.54498468,0,11.54498468,44843.9196,Cairns Cooktown,Wet Tropics,59327,G
1158,16058100104,Hope Reef,0,0,0,0,0,0,1.321393582,0,0,1.321393582,55400.97995,Cairns Cooktown,Wet Tropics,59151,K
1159,16059100104,U/N Reef,0,0,0,0,0,0,0,0.198821996,0,0.198821996,41492.19224,Cairns Cooktown,Wet Tropics,59151,K
1160,16060100104,Michaelmas Reef,4.97E-08,0,0,0,0,0,0,18.50202393,0,18.50202398,40126.48066,Cairns Cooktown,Wet Tropics,59151,K
1161,16061100104,Fin Reef,0,0,0,0,0,0,0.166350235,0,0,0.166350235,54142.24375,Cairns Cooktown,Wet Tropics,59151,K
1162,16062101104,Pretty Patches (No 1),0,0,0,0,0,0,0.501074116,0,0,0.501074116,38586.16734,Cairns Cooktown,Wet Tropics,59151,K
1163,16062102104,Pretty Patches (No 2),0,0,0,0,0,0,1.924245707,0,0,1.924245707,41416.45571,Cairns Cooktown,Wet Tropics,59151,K
1164,16062103104,Pretty Patches (No 3),0,0,0,0,0,0,0.606102113,0,0,0.606102113,39169.52344,Cairns Cooktown,Wet Tropics,59151,K
1165,16063100104,Euston Reef,0,0,0,0,0,0,0,1.17682499,2.870099734,4.046924724,59193.85146,Cairns Cooktown,Wet Tropics,59151,K
1166,16064100104,Arlington Reef,0,0,0,0,0.085352772,0,42.59810606,0,0,42.68345883,37480.98605,Cairns Cooktown,Wet Tropics,59151,K
1167,16065100104,Flynn Reef,0,0,0,0,5.33446833,0,0,0,0,5.33446833,59798.58705,Cairns Cooktown,Wet Tropics,59151,K
1168,16066101104,Jenny Louise Shoal (North),0,0,0,0,0,0,0.020322161,0,0,0.020322161,65330.88154,Cairns Cooktown,Wet Tropics (out),59151,K
1169,16066102104,Jenny Louise Shoal (South),0,0,0,0,0,0,0.455335848,0,0,0.455335848,66182.0096,Cairns Cooktown,Wet Tropics (out),59151,K
1170,16067100104,Milln Reef,0,0,0,0,0,0,0.075232079,6.968701636,0,7.043933715,57249.50566,Cairns Cooktown,Wet Tropics,59151,K
1171,16068100104,Thetford Reef,0,0,0,0,7.190857337,0,0,0,0,7.190857337,47179.96595,Cairns Cooktown,Wet Tropics,59151,K
1172,16069100104,Baines Patches,0,0,0,0,0,0,1.159322993,0,0,1.159322993,66021.2445,Cairns Cooktown,Wet Tropics,59151,K
1173,16070100104,Pellowe Reef,0,0,0,0,0,0,4.358835214,0,0,4.358835214,63795.8652,Cairns Cooktown,Wet Tropics,59151,K
1174,16071100104,Moore Reef,0,0,0,0,0,0,0,23.42758444,0,23.42758444,48027.00436,Cairns Cooktown,Wet Tropics,59151,K
1175,16072100104,North West Reef,0,0,0,0,0,0,0,0,2.453498743,2.453498743,69531.18276,Cairns Cooktown,Wet Tropics,59151,K
1176,16073100104,Elford Reef,0,0,0,0,23.80475986,0,0.087951551,2.000114858,0,25.89282627,53020.25847,Cairns Cooktown,Wet Tropics,59151,K
1177,16074100104,Briggs Reef,0,0,0,0,0,0,0,2.413437281,0,2.413437281,47177.24324,Cairns Cooktown,Wet Tropics,59151,K
1178,16075100104,Channel Reef,0,0,0,0,0,0,6.841415228,0,0,6.841415228,74273.05419,Cairns Cooktown,Wet Tropics,59151,K
1179,16076100104,U/N Reef,0,0,0,0,0,0,0.065294765,0,0,0.065294765,78131.7722,Cairns Cooktown,Wet Tropics,59151,K
1180,16077100104,U/N Reef,0,0,0,0,0,0,0.371165437,0,0,0.371165437,75900.82344,Cairns Cooktown,Wet Tropics,59151,K
1181,16078100104,U/N Reef,0,0,0,0,0,0,0.061389131,0,0,0.061389131,78300.01538,Cairns Cooktown,Wet Tropics,59151,K
1182,16079100104,Outer Shoal,0,0,0,0,0,0,0.070921798,0,0,0.070921798,82421.35338,Cairns Cooktown,Wet Tropics,59162,K
1183,16080100104,Korea Reef,0,0,0,0,0.011217088,0.003152291,0,0,0,0.014369379,32827.14082,Cairns Cooktown,Wet Tropics,59150,K
1184,16081100104,Yule Reef,0,0,0,0,0.399881692,0,0,0,0,0.399881692,34728.56287,Cairns Cooktown,Wet Tropics,59150,K
1185,16082100104,Garioch Reef,0,0,0,0,0.803168251,0,0,0,0,0.803168251,31442.00832,Cairns Cooktown,Wet Tropics,59150,K
1186,16083100104,U/N Reef,0,0,0,0,0.21731904,0,0,0,0,0.21731904,75346.53909,Cairns Cooktown,Wet Tropics,59325,G
1187,16084100104,U/N Reef,0,0,0,0,0.060399953,0,0,0,0,0.060399953,75522.40232,Cairns Cooktown,Wet Tropics,59325,G
1188,16085100104,U/N Reef,0,0,0,0,0.4358479,0,0,0,0,0.4358479,75691.01076,Cairns Cooktown,Wet Tropics,59325,G
1189,16086100104,U/N Reef,1.12E-06,0,0,0,0.005184069,0,0,0,0,0.005185191,73632.55414,Cairns Cooktown,Wet Tropics,59325,G
1190,16087100104,U/N Reef,1.58E-06,0,0,0,0.0049411,0,0.034696082,0,0,0.039638761,65670.57952,Cairns Cooktown,Wet Tropics,59325,G
1191,16088100104,U/N Reef,0,0,0,0,0,0,0.010043753,0,0,0.010043753,60863.01697,Cairns Cooktown,Wet Tropics,59325,G
1192,16089100104,U/N Reef,0,0,0,0,0.70195364,0,0,0,0,0.70195364,30298.54675,Cairns Cooktown,Wet Tropics,59150,K
1193,16090100104,U/N Reef,0.000100255,0,0,0,0.006132051,0,0,0.099169387,0,0.105401693,29080.6969,Cairns Cooktown,Wet Tropics,59150,K
1194,16091100104,U/N Reef,3.36E-06,0,0,0,0,0.001232647,0,0,0,0.001236007,19658.06854,Cairns Cooktown,Wet Tropics,59150,K
1195,16092100104,U/N Reef,5.61E-06,0,0,0,0,0.010233168,0,0,0,0.01023878,15687.70834,Cairns Cooktown,Wet Tropics,59150,K
1196,16093100104,U/N Reef,0,0,0,0,0,0.000830211,0.000632338,0,0,0.001462549,14547.83594,Cairns Cooktown,Wet Tropics,59150,K
1197,16095100104,U/N Reef,2.38E-06,0,0,0,0.002132484,0,0,0,0,0.00213486,17111.51699,Cairns Cooktown,Wet Tropics,59150,K
1198,16096100104,U/N Reef,1.92E-06,0,0,0,0.001791354,0,0.00244744,0,0,0.004240711,17154.85945,Cairns Cooktown,Wet Tropics,59150,K
1199,16097100104,U/N Reef,4.09E-07,0,0,0,0,0,0.000454717,0,0,0.000455126,17472.89599,Cairns Cooktown,Wet Tropics,59150,K
1200,16098100104,U/N Reef,3.33E-07,0,0,0,0,0,0.000656317,0,0,0.00065665,17525.31252,Cairns Cooktown,Wet Tropics,59150,K
1201,16099100104,U/N Reef,1.37E-07,0,0,0,0,0,0.00049471,0,0,0.000494847,18020.7371,Cairns Cooktown,Wet Tropics,59150,K
1202,16100100104,U/N Reef,0,0,0,0,0,0,0.000738487,0,0,0.000738487,18372.46033,Cairns Cooktown,Wet Tropics,59150,K
1203,16102100104,U/N Reef,0,0,0,0,0,0,0.000161329,0,0,0.000161329,18528.35239,Cairns Cooktown,Wet Tropics,59150,K
1204,16103100104,U/N Reef,4.09E-08,0,0,0,0,0,0.000479541,0,0,0.000479582,18580.23364,Cairns Cooktown,Wet Tropics,59150,K
1205,16104100104,U/N Reef,0,0,0,0,0,0,5.84E-05,0,0,5.84E-05,18647.23123,Cairns Cooktown,Wet Tropics,59150,K
1206,16105100104,U/N Reef,0,0,0,0,0,0,0.000281588,0,0,0.000281588,18680.5943,Cairns Cooktown,Wet Tropics,59150,K
1207,16106100104,U/N Reef,2.90E-07,0,0,0,0,0,0.000635182,0,0,0.000635472,18733.53379,Cairns Cooktown,Wet Tropics,59150,K
1208,16107100104,U/N Reef,6.83E-08,0,0,0,0,0,0.000129162,0,0,0.00012923,19232.62836,Cairns Cooktown,Wet Tropics,59150,K
1209,16108100104,U/N Reef,0,0,0,0,0,0,0.075718849,0,0,0.075718849,19687.23919,Cairns Cooktown,Wet Tropics,59150,K
1210,16109100104,U/N Reef,8.40E-08,0,0,0,0,0,0.000353222,0,0,0.000353306,20104.31667,Cairns Cooktown,Wet Tropics,59150,K
1211,16110100104,U/N Reef,2.96E-08,0,0,0,0,0,0.001161247,0,0,0.001161277,20116.46851,Cairns Cooktown,Wet Tropics,59150,K
1212,16111100104,U/N Reef,6.07E-06,0,0,0,0,0,0,0.018131233,0,0.018137299,16829.24613,Cairns Cooktown,Wet Tropics,59150,K
1213,16112100104,U/N Reef,8.00E-05,0,0,0,0,0,0.532343002,0,0,0.532423042,15251.8728,Cairns Cooktown,Wet Tropics,59150,K
1214,16113100104,U/N Reef,0,0,0,0,0,0,0.111103927,0,0,0.111103927,14936.28595,Cairns Cooktown,Wet Tropics,59150,K
1215,16118100104,U/N Reef,0,0,0,0,0,0,0.041413995,0.052645948,0,0.094059943,54490.06461,Cairns Cooktown,Wet Tropics,59326,G
1216,16800100104,U/N Reef,0,0,0,0,0,0,0.062684558,0,0,0.062684558,45378.398,Cairns Cooktown,Wet Tropics,59151,K
1217,16801100104,U/N Reef,0.000102556,0,0,0,0,0,0.672091453,0,0,0.672194009,14810.6015,Cairns Cooktown,Wet Tropics,59150,K
1218,17001101104,Sudbury Reef (No 1),0,0,0,0,0,0,40.69597144,0,0,40.69597144,48797.40392,Cairns Cooktown,Wet Tropics,59161,K
1219,17001102104,Sudbury Reef (No 2),0,0,0,0,0,0,0.035199034,0,0,0.035199034,45788.22378,Cairns Cooktown,Wet Tropics,59151,K
1220,17001103104,Sudbury Reef (No 3),0,0,0,0,0,0,0.079354435,0,0,0.079354435,48634.69825,Cairns Cooktown,Wet Tropics,59151,K
1221,17001104104,Sudbury Reef (No 4),0,0,0,0,0,0,0.613533671,0,0,0.613533671,48548.64232,Cairns Cooktown,Wet Tropics,59161,K
1222,17002101104,Stagg Patches (North),0,0,0,0,0,0,0.444103429,0,0,0.444103429,39979.21592,Cairns Cooktown,Wet Tropics,59161,K
1223,17002102104,Stagg Patches (South),0,0,0,0,0,0,0.086843584,0,0,0.086843584,40441.93074,Cairns Cooktown,Wet Tropics,59161,K
1224,17003101104,Hervey Shoals (North),0,0,0,0,0,0,0,0.806947897,0,0.806947897,77395.77854,Cairns Cooktown,Wet Tropics,59161,K
1225,17003102104,Hervey Shoals (South),0,0,0,0,0,0,0,1.636945598,0,1.636945598,77712.49934,Cairns Cooktown,Wet Tropics,59161,K
1226,17004100104,Scott Reef,0,0,0,0,0,0,0,14.31857774,0,14.31857774,47280.38852,Cairns Cooktown,Wet Tropics,59161,K
1227,17005100104,Stevens Reef,0,0,0,0,0,0,0,4.632185673,0,4.632185673,72347.64776,Cairns Cooktown,Wet Tropics,59161,K
1228,17006100104,Maori Reef,0,0,0,0,0,0,11.69565203,0,0,11.69565203,66526.6447,Cairns Cooktown,Wet Tropics,59161,K
1229,17007100104,U/N Reef,0,0,0,0,0,0,0,0.009728914,0,0.009728914,74230.55863,Cairns Cooktown,Wet Tropics,59161,K
1230,17008100104,Noggin Reef,0,0,0,0,0,0,10.37700299,0,0,10.37700299,80077.68667,Cairns Cooktown,Wet Tropics,59161,K
1231,17009101104,Tobias Spit,7.53E-05,0,0,0,0,0,1.411343171,0,0,1.411418452,35564.88326,Cairns Cooktown,Wet Tropics,59161,K
1232,17010100104,Flora Reef,0,0,0,0,8.774773933,0,0,0,0,8.774773933,64043.74232,Cairns Cooktown,Wet Tropics,59161,K
1233,17011100104,Coates Reef,0,0,0,0,0,0,4.907292849,0,0,4.907292849,71787.50493,Cairns Cooktown,Wet Tropics,59161,K
